invoice_no,customer_id,category,quantity,price,invoice_date,shopping_mall
I474920,C227211,Clothing,5,1500.4,29-08-2021,Metrocity
I296553,C158536,Clothing,2,600.16,8/7/2021,Kanyon
I198664,C556234,Clothing,5,1500.4,5/1/2022,Metrocity
I806432,C264417,Clothing,4,1200.32,3/2/2023,Metrocity
I351194,C229935,Books,3,45.45,16-03-2022,Mall of Istanbul
I161937,C183768,Shoes,3,1800.51,8/8/2022,Cevahir AVM
I305895,C168346,Clothing,3,900.24,23-06-2021,Emaar Square Mall
I993407,C304708,Clothing,2,600.16,2/5/2022,Metrocity
I208767,C330795,Books,5,75.75,18-08-2021,Metropol AVM
I482346,C295975,Shoes,2,1200.34,1/8/2022,Metrocity
I245923,C169100,Souvenir,1,11.73,21-04-2021,Mall of Istanbul
I254226,C291177,Shoes,1,600.17,25-06-2021,Kanyon
I226971,C119361,Cosmetics,5,203.3,28-11-2022,Kanyon
I558142,C573285,Clothing,4,1200.32,15-08-2021,Istinye Park
I324146,C282873,Toys,1,35.84,24-07-2022,Viaport Outlet
I253676,C238018,Clothing,3,900.24,24-02-2021,Kanyon
I969865,C314491,Souvenir,4,46.92,21-03-2021,Forum Istanbul
I117922,C215361,Food & Beverage,4,20.92,23-08-2021,Kanyon
I975264,C924269,Food & Beverage,1,5.23,19-12-2022,Mall of Istanbul
I262526,C306572,Clothing,3,900.24,4/8/2021,Metrocity
I261358,C745904,Clothing,5,1500.4,24-03-2021,Viaport Outlet
I919452,C250656,Cosmetics,2,81.32,5/4/2021,Kanyon
I325563,C256394,Books,2,30.3,15-03-2021,Viaport Outlet
I880299,C143768,Technology,4,4200,12/1/2021,Viaport Outlet
I151727,C399642,Shoes,2,1200.34,6/1/2021,Cevahir AVM
I615375,C171129,Clothing,5,1500.4,20-01-2021,Istinye Park
I134508,C226305,Shoes,4,2400.68,3/10/2021,Metrocity
I707220,C424642,Technology,1,1050,1/3/2022,Metrocity
I790737,C831203,Technology,1,1050,18-07-2022,Kanyon
I881810,C306990,Clothing,1,300.08,21-02-2022,Viaport Outlet
I166531,C512562,Clothing,4,1200.32,17-05-2022,Metropol AVM
I220142,C323232,Food & Beverage,3,15.69,11/8/2022,Istinye Park
I206582,C621458,Cosmetics,4,162.64,26-08-2021,Istinye Park
I284015,C108444,Food & Beverage,1,5.23,21-01-2023,Metropol AVM
I331967,C196479,Shoes,4,2400.68,13-02-2023,Metrocity
I462632,C149922,Clothing,1,300.08,20-09-2021,Metrocity
I227277,C317125,Toys,3,107.52,16-02-2023,Mall of Istanbul
I275694,C160686,Technology,5,5250,16-09-2021,Zorlu Center
I313838,C508739,Food & Beverage,1,5.23,13-08-2022,Kanyon
I504269,C302555,Food & Beverage,1,5.23,6/7/2021,Forum Istanbul
I271284,C700041,Clothing,4,1200.32,23-12-2022,Cevahir AVM
I185180,C261283,Souvenir,4,46.92,6/12/2022,Metropol AVM
I154256,C499472,Books,4,60.6,27-01-2022,Mall of Istanbul
I317302,C239520,Food & Beverage,5,26.15,23-02-2023,Istinye Park
I273209,C227833,Shoes,4,2400.68,11/9/2022,Cevahir AVM
I764893,C732868,Food & Beverage,2,10.46,14-03-2021,Mall of Istanbul
I188166,C969461,Books,3,45.45,20-04-2022,Zorlu Center
I801254,C283900,Clothing,4,1200.32,8/11/2022,Forum Istanbul
I103175,C179887,Shoes,4,2400.68,13-09-2022,Mall of Istanbul
I191913,C222562,Clothing,1,300.08,21-10-2022,Istinye Park
I775561,C105129,Food & Beverage,3,15.69,26-03-2022,Viaport Outlet
I267328,C197455,Clothing,1,300.08,4/2/2022,Viaport Outlet
I119180,C140524,Clothing,4,1200.32,9/2/2021,Kanyon
I133398,C229348,Books,5,75.75,22-03-2022,Istinye Park
I240327,C316493,Toys,4,143.36,5/11/2022,Metropol AVM
I915233,C654593,Toys,4,143.36,21-04-2021,Forum Istanbul
I322362,C211121,Clothing,1,300.08,20-06-2021,Istinye Park
I229711,C234804,Clothing,2,600.16,19-07-2022,Kanyon
I145024,C295568,Clothing,2,600.16,7/3/2021,Metrocity
I197709,C222624,Cosmetics,5,203.3,6/5/2022,Viaport Outlet
I197967,C969178,Food & Beverage,3,15.69,5/5/2021,Kanyon
I319046,C135578,Clothing,2,600.16,14-11-2022,Mall of Istanbul
I196969,C150370,Clothing,3,900.24,24-10-2022,Istinye Park
I100462,C363980,Souvenir,5,58.65,4/1/2021,Metropol AVM
I293801,C230406,Clothing,4,1200.32,24-03-2022,Emaar Square Mall
I288030,C234000,Clothing,3,900.24,15-01-2023,Kanyon
I338664,C189374,Souvenir,1,11.73,8/9/2022,Mall of Istanbul
I329447,C210549,Books,3,45.45,18-07-2022,Metrocity
I310711,C959615,Toys,4,143.36,18-03-2022,Emaar Square Mall
I280478,C135597,Books,5,75.75,28-01-2022,Mall of Istanbul
I272882,C121465,Cosmetics,1,40.66,4/7/2021,Kanyon
I269933,C312240,Clothing,2,600.16,26-04-2022,Forum Istanbul
I188921,C107655,Food & Beverage,2,10.46,16-01-2021,Metrocity
I275115,C227933,Clothing,5,1500.4,28-04-2021,Mall of Istanbul
I339819,C951841,Food & Beverage,5,26.15,4/2/2021,Kanyon
I313485,C445142,Clothing,2,600.16,25-07-2022,Metropol AVM
I252315,C279737,Clothing,1,300.08,27-05-2022,Kanyon
I178707,C225011,Cosmetics,1,40.66,27-02-2023,Kanyon
I142390,C803200,Clothing,5,1500.4,8/12/2021,Kanyon
I184644,C192643,Toys,2,71.68,22-06-2022,Viaport Outlet
I894986,C265728,Cosmetics,1,40.66,24-11-2021,Mall of Istanbul
I305172,C324124,Books,4,60.6,8/4/2022,Metropol AVM
I190624,C239620,Clothing,4,1200.32,25-11-2022,Istinye Park
I176678,C944058,Books,1,15.15,24-07-2022,Istinye Park
I189224,C197657,Food & Beverage,3,15.69,18-12-2022,Metropol AVM
I180497,C313923,Clothing,1,300.08,30-01-2023,Metrocity
I997150,C417777,Clothing,2,600.16,30-09-2021,Mall of Istanbul
I260187,C376036,Shoes,1,600.17,4/8/2022,Istinye Park
I117802,C169902,Toys,4,143.36,27-02-2022,Istinye Park
I208933,C119628,Cosmetics,4,162.64,5/9/2021,Istinye Park
I147646,C249646,Cosmetics,4,162.64,22-12-2022,Istinye Park
I597306,C114226,Clothing,3,900.24,16-07-2021,Metrocity
I617245,C184463,Clothing,5,1500.4,26-04-2021,Kanyon
I295188,C355622,Clothing,5,1500.4,3/7/2022,Metrocity
I313644,C329859,Clothing,5,1500.4,31-12-2022,Mall of Istanbul
I312408,C176915,Clothing,2,600.16,10/3/2021,Emaar Square Mall
I312178,C246067,Cosmetics,1,40.66,3/4/2021,Forum Istanbul
I149173,C589069,Clothing,1,300.08,17-12-2022,Viaport Outlet
I685205,C268566,Cosmetics,3,121.98,28-01-2021,Metropol AVM
I310757,C127608,Cosmetics,4,162.64,6/4/2022,Forum Istanbul
I298270,C107223,Clothing,2,600.16,3/2/2021,Metrocity
I697962,C242935,Souvenir,5,58.65,4/4/2021,Metropol AVM
I117648,C118828,Books,5,75.75,18-11-2021,Emaar Square Mall
I393692,C310638,Technology,3,3150,27-08-2022,Viaport Outlet
I160121,C323496,Cosmetics,5,203.3,3/11/2021,Forum Istanbul
I326097,C174927,Cosmetics,4,162.64,20-11-2021,Istinye Park
I156198,C124993,Clothing,5,1500.4,20-11-2021,Mall of Istanbul
I230543,C322795,Cosmetics,1,40.66,26-12-2022,Forum Istanbul
I253595,C219325,Clothing,3,900.24,9/11/2021,Mall of Istanbul
I323157,C215037,Toys,3,107.52,12/8/2021,Mall of Istanbul
I146389,C213816,Food & Beverage,2,10.46,23-01-2021,Istinye Park
I661686,C844943,Souvenir,3,35.19,2/2/2022,Forum Istanbul
I154368,C130613,Clothing,3,900.24,11/12/2021,Kanyon
I711633,C307048,Clothing,2,600.16,20-04-2021,Istinye Park
I332886,C956108,Cosmetics,4,162.64,13-08-2022,Mall of Istanbul
I615408,C746321,Clothing,5,1500.4,29-08-2022,Cevahir AVM
I106078,C203762,Souvenir,1,11.73,20-12-2021,Mall of Istanbul
I129475,C213879,Cosmetics,1,40.66,9/9/2021,Mall of Istanbul
I338996,C176185,Cosmetics,1,40.66,8/2/2023,Istinye Park
I301374,C112748,Cosmetics,5,203.3,14-08-2021,Metropol AVM
I327236,C228527,Souvenir,3,35.19,9/5/2021,Forum Istanbul
I882354,C272157,Shoes,2,1200.34,20-04-2022,Forum Istanbul
I701917,C150687,Clothing,4,1200.32,4/11/2022,Cevahir AVM
I607512,C261639,Toys,2,71.68,16-01-2021,Metrocity
I388168,C124508,Clothing,4,1200.32,4/6/2021,Viaport Outlet
I212554,C932827,Clothing,1,300.08,11/3/2022,Metrocity
I329485,C153863,Clothing,3,900.24,11/2/2023,Metropol AVM
I326022,C178436,Shoes,3,1800.51,30-09-2022,Metrocity
I139822,C576218,Shoes,2,1200.34,18-06-2022,Emaar Square Mall
I372921,C253283,Books,3,45.45,19-01-2023,Metropol AVM
I198592,C188674,Technology,1,1050,3/10/2022,Metropol AVM
I316878,C156153,Cosmetics,3,121.98,24-12-2021,Metrocity
I986047,C117638,Food & Beverage,3,15.69,6/4/2021,Kanyon
I348951,C215136,Cosmetics,4,162.64,18-11-2021,Mall of Istanbul
I171617,C658387,Shoes,1,600.17,24-05-2022,Mall of Istanbul
I283494,C767248,Clothing,4,1200.32,20-01-2022,Mall of Istanbul
I956284,C200274,Cosmetics,2,81.32,24-10-2022,Mall of Istanbul
I206123,C334683,Toys,2,71.68,18-02-2022,Istinye Park
I238257,C826259,Clothing,3,900.24,9/8/2021,Kanyon
I500950,C252377,Toys,3,107.52,13-08-2021,Istinye Park
I171005,C998912,Books,5,75.75,27-03-2022,Metropol AVM
I836984,C211138,Cosmetics,3,121.98,14-11-2021,Mall of Istanbul
I723244,C211735,Clothing,4,1200.32,31-03-2022,Mall of Istanbul
I176711,C106055,Cosmetics,2,81.32,25-04-2022,Mall of Istanbul
I308087,C304378,Clothing,3,900.24,28-05-2021,Istinye Park
I470000,C954083,Cosmetics,1,40.66,20-12-2021,Cevahir AVM
I958254,C305606,Clothing,5,1500.4,19-12-2021,Mall of Istanbul
I365444,C864301,Cosmetics,3,121.98,11/2/2022,Istinye Park
I588029,C291088,Clothing,4,1200.32,24-02-2022,Istinye Park
I655912,C333667,Food & Beverage,1,5.23,22-02-2023,Forum Istanbul
I141238,C162802,Clothing,5,1500.4,4/5/2021,Forum Istanbul
I191454,C186320,Clothing,1,300.08,7/1/2021,Viaport Outlet
I194858,C209199,Books,4,60.6,20-07-2022,Metropol AVM
I235730,C192330,Clothing,3,900.24,1/2/2022,Mall of Istanbul
I263518,C173043,Books,1,15.15,16-11-2022,Kanyon
I559859,C110278,Technology,5,5250,1/12/2022,Mall of Istanbul
I251207,C255137,Clothing,5,1500.4,22-04-2021,Zorlu Center
I700594,C245943,Cosmetics,4,162.64,24-11-2021,Kanyon
I523532,C292395,Toys,3,107.52,27-03-2022,Kanyon
I289440,C929303,Cosmetics,3,121.98,8/3/2021,Metrocity
I547274,C258253,Technology,5,5250,6/10/2022,Forum Istanbul
I250466,C949476,Clothing,2,600.16,21-04-2021,Kanyon
I201653,C301614,Toys,2,71.68,9/8/2022,Kanyon
I320443,C282688,Shoes,3,1800.51,2/6/2021,Forum Istanbul
I321686,C184536,Cosmetics,3,121.98,17-07-2022,Kanyon
I551100,C101420,Clothing,3,900.24,4/12/2021,Kanyon
I280176,C338389,Souvenir,1,11.73,25-08-2021,Forum Istanbul
I335229,C256292,Toys,1,35.84,9/7/2022,Mall of Istanbul
I337115,C156951,Clothing,5,1500.4,12/8/2022,Mall of Istanbul
I158475,C196801,Cosmetics,3,121.98,25-01-2021,Kanyon
I285648,C463050,Clothing,1,300.08,28-04-2022,Forum Istanbul
I168662,C385456,Cosmetics,5,203.3,17-04-2022,Mall of Istanbul
I141306,C263726,Shoes,1,600.17,20-03-2021,Mall of Istanbul
I209193,C104877,Technology,2,2100,15-01-2023,Mall of Istanbul
I213721,C114955,Shoes,2,1200.34,17-01-2023,Metrocity
I219333,C142972,Souvenir,2,23.46,17-09-2022,Mall of Istanbul
I111302,C274202,Cosmetics,5,203.3,3/6/2022,Istinye Park
I854733,C530521,Toys,1,35.84,6/7/2022,Metrocity
I245627,C298909,Cosmetics,4,162.64,2/12/2022,Mall of Istanbul
I257009,C332850,Cosmetics,5,203.3,21-10-2022,Metrocity
I239046,C222357,Food & Beverage,5,26.15,9/6/2021,Mall of Istanbul
I228851,C133609,Shoes,1,600.17,11/1/2022,Emaar Square Mall
I174672,C139818,Toys,3,107.52,5/1/2022,Kanyon
I321996,C648317,Shoes,5,3000.85,9/8/2022,Istinye Park
I562793,C316208,Toys,3,107.52,14-09-2021,Kanyon
I900546,C312567,Books,3,45.45,25-03-2022,Istinye Park
I148711,C229406,Toys,2,71.68,30-06-2022,Kanyon
I170896,C202035,Clothing,5,1500.4,5/9/2021,Viaport Outlet
I220762,C683090,Toys,2,71.68,13-02-2022,Kanyon
I279853,C111476,Cosmetics,4,162.64,18-11-2022,Forum Istanbul
I393498,C263835,Toys,5,179.2,1/10/2022,Kanyon
I122677,C252620,Cosmetics,2,81.32,20-08-2021,Metrocity
I334685,C315522,Shoes,5,3000.85,10/10/2022,Kanyon
I273186,C184432,Toys,3,107.52,21-05-2022,Mall of Istanbul
I401095,C853958,Clothing,1,300.08,25-04-2022,Kanyon
I323335,C146044,Clothing,2,600.16,18-10-2021,Emaar Square Mall
I176640,C212362,Shoes,3,1800.51,15-02-2023,Viaport Outlet
I210596,C139765,Food & Beverage,3,15.69,31-08-2022,Zorlu Center
I873993,C286251,Clothing,4,1200.32,21-02-2022,Viaport Outlet
I209150,C327774,Clothing,2,600.16,8/5/2021,Kanyon
I635076,C283517,Toys,1,35.84,25-01-2021,Kanyon
I254523,C213261,Clothing,2,600.16,31-03-2022,Metrocity
I130464,C321179,Clothing,5,1500.4,3/3/2023,Mall of Istanbul
I199552,C127155,Cosmetics,5,203.3,3/12/2021,Kanyon
I165767,C157571,Food & Beverage,4,20.92,8/8/2021,Mall of Istanbul
I186543,C136076,Cosmetics,2,81.32,6/1/2021,Mall of Istanbul
I215465,C176877,Cosmetics,3,121.98,30-07-2021,Cevahir AVM
I196806,C338580,Clothing,3,900.24,9/11/2022,Metrocity
I656498,C268202,Shoes,1,600.17,30-03-2021,Metrocity
I284823,C227813,Shoes,4,2400.68,7/1/2022,Zorlu Center
I232509,C293384,Clothing,2,600.16,30-07-2021,Zorlu Center
I117712,C203595,Cosmetics,2,81.32,9/7/2022,Kanyon
I303161,C275564,Shoes,4,2400.68,16-04-2021,Kanyon
I221959,C305835,Clothing,1,300.08,21-07-2021,Viaport Outlet
I375750,C176515,Food & Beverage,1,5.23,22-09-2022,Viaport Outlet
I304001,C162976,Clothing,5,1500.4,19-01-2022,Metrocity
I348944,C165184,Toys,3,107.52,31-03-2022,Mall of Istanbul
I472530,C265418,Shoes,3,1800.51,20-05-2022,Kanyon
I329708,C976614,Cosmetics,3,121.98,6/8/2022,Emaar Square Mall
I192396,C119135,Clothing,1,300.08,22-08-2021,Metropol AVM
I159822,C600552,Clothing,4,1200.32,6/4/2022,Metropol AVM
I307752,C944183,Books,4,60.6,19-07-2022,Kanyon
I673775,C267264,Cosmetics,3,121.98,25-12-2021,Mall of Istanbul
I568454,C187606,Clothing,4,1200.32,22-09-2022,Metrocity
I178871,C757210,Clothing,4,1200.32,30-04-2021,Mall of Istanbul
I491981,C302377,Shoes,2,1200.34,27-02-2021,Mall of Istanbul
I399666,C218208,Technology,4,4200,31-08-2021,Viaport Outlet
I136214,C300885,Clothing,3,900.24,27-07-2021,Kanyon
I103096,C199902,Food & Beverage,2,10.46,19-01-2023,Metrocity
I319855,C327575,Toys,2,71.68,7/11/2021,Mall of Istanbul
I870415,C207324,Clothing,3,900.24,6/5/2022,Cevahir AVM
I354835,C586741,Clothing,2,600.16,8/11/2021,Mall of Istanbul
I319151,C266603,Food & Beverage,1,5.23,24-06-2021,Mall of Istanbul
I202645,C312494,Cosmetics,5,203.3,3/11/2021,Mall of Istanbul
I543808,C311377,Clothing,1,300.08,2/1/2023,Viaport Outlet
I282223,C130188,Clothing,2,600.16,9/1/2022,Metropol AVM
I298862,C302939,Food & Beverage,5,26.15,26-07-2022,Metrocity
I815829,C178786,Clothing,1,300.08,7/2/2021,Istinye Park
I316578,C208174,Food & Beverage,2,10.46,12/2/2022,Kanyon
I323674,C795580,Technology,1,1050,9/1/2022,Cevahir AVM
I142849,C321022,Toys,4,143.36,5/2/2022,Kanyon
I242203,C236515,Toys,5,179.2,26-03-2022,Zorlu Center
I371921,C305035,Shoes,5,3000.85,25-07-2022,Metropol AVM
I211466,C320039,Clothing,4,1200.32,19-10-2022,Mall of Istanbul
I166530,C539341,Food & Beverage,3,15.69,29-04-2022,Kanyon
I302719,C524975,Shoes,1,600.17,2/11/2021,Metropol AVM
I209097,C103213,Souvenir,2,23.46,14-12-2022,Kanyon
I181417,C207440,Cosmetics,5,203.3,19-09-2021,Mall of Istanbul
I704223,C264271,Cosmetics,5,203.3,6/6/2022,Zorlu Center
I152373,C290002,Shoes,2,1200.34,7/5/2021,Istinye Park
I392821,C419814,Food & Beverage,2,10.46,11/3/2021,Kanyon
I694635,C834802,Clothing,1,300.08,4/7/2022,Kanyon
I286920,C313435,Clothing,4,1200.32,18-08-2021,Zorlu Center
I213656,C394504,Cosmetics,5,203.3,20-11-2021,Metropol AVM
I687562,C894896,Cosmetics,4,162.64,11/11/2022,Emaar Square Mall
I147820,C130599,Clothing,3,900.24,12/4/2022,Cevahir AVM
I121920,C284477,Clothing,1,300.08,7/9/2022,Mall of Istanbul
I314189,C197218,Food & Beverage,5,26.15,9/12/2021,Istinye Park
I329540,C142324,Cosmetics,3,121.98,16-03-2022,Mall of Istanbul
I560165,C202630,Shoes,4,2400.68,2/8/2022,Viaport Outlet
I169780,C174175,Clothing,2,600.16,4/7/2021,Kanyon
I884592,C238774,Shoes,3,1800.51,23-06-2021,Zorlu Center
I235928,C947037,Clothing,4,1200.32,7/3/2022,Mall of Istanbul
I808597,C591962,Clothing,3,900.24,20-08-2021,Metrocity
I180642,C145298,Clothing,2,600.16,1/4/2021,Emaar Square Mall
I208723,C397714,Clothing,1,300.08,27-06-2022,Kanyon
I205480,C254381,Cosmetics,5,203.3,4/12/2021,Cevahir AVM
I616892,C301398,Cosmetics,5,203.3,6/9/2022,Mall of Istanbul
I243674,C144867,Cosmetics,3,121.98,20-10-2022,Kanyon
I109132,C331685,Food & Beverage,3,15.69,13-10-2021,Metropol AVM
I314785,C153334,Cosmetics,5,203.3,13-04-2022,Forum Istanbul
I254872,C322301,Books,4,60.6,18-08-2022,Mall of Istanbul
I265919,C858352,Clothing,3,900.24,10/3/2022,Metrocity
I213528,C177289,Cosmetics,2,81.32,3/3/2022,Cevahir AVM
I204983,C366225,Clothing,1,300.08,20-08-2022,Metrocity
I999344,C166648,Cosmetics,1,40.66,3/12/2022,Kanyon
I142783,C210580,Books,2,30.3,13-10-2022,Cevahir AVM
I166833,C427097,Toys,2,71.68,29-05-2022,Forum Istanbul
I319563,C204416,Clothing,4,1200.32,6/12/2022,Cevahir AVM
I889721,C731153,Books,4,60.6,23-05-2021,Cevahir AVM
I154058,C327625,Clothing,2,600.16,6/2/2023,Kanyon
I237322,C166432,Clothing,2,600.16,11/11/2022,Mall of Istanbul
I220341,C270560,Shoes,4,2400.68,1/1/2021,Metrocity
I984530,C357110,Toys,5,179.2,23-11-2022,Metropol AVM
I118226,C380534,Cosmetics,5,203.3,18-03-2022,Emaar Square Mall
I317707,C272090,Books,3,45.45,28-08-2022,Cevahir AVM
I227607,C228516,Toys,1,35.84,25-10-2022,Metropol AVM
I398850,C231997,Clothing,3,900.24,3/5/2021,Metropol AVM
I249145,C287810,Technology,1,1050,24-01-2022,Metrocity
I604526,C250182,Cosmetics,3,121.98,17-06-2021,Metrocity
I877361,C899415,Clothing,5,1500.4,12/6/2021,Mall of Istanbul
I581927,C805320,Clothing,5,1500.4,13-11-2021,Kanyon
I147559,C196346,Food & Beverage,3,15.69,28-04-2021,Kanyon
I324608,C329355,Clothing,2,600.16,31-03-2021,Kanyon
I933837,C201285,Toys,2,71.68,27-11-2022,Mall of Istanbul
I283856,C138097,Food & Beverage,1,5.23,18-10-2022,Metropol AVM
I286274,C312797,Cosmetics,5,203.3,8/12/2021,Forum Istanbul
I692358,C152816,Technology,5,5250,26-05-2021,Forum Istanbul
I614046,C407228,Cosmetics,5,203.3,28-03-2021,Viaport Outlet
I203993,C125896,Clothing,5,1500.4,24-09-2022,Kanyon
I158940,C167782,Clothing,5,1500.4,18-11-2021,Mall of Istanbul
I836153,C343106,Clothing,4,1200.32,24-11-2021,Kanyon
I272758,C109361,Clothing,1,300.08,23-02-2022,Emaar Square Mall
I309084,C323747,Clothing,1,300.08,16-02-2023,Mall of Istanbul
I395139,C280242,Clothing,1,300.08,4/9/2021,Metrocity
I304789,C194665,Clothing,5,1500.4,23-01-2022,Kanyon
I297158,C164275,Clothing,1,300.08,31-03-2021,Metropol AVM
I235310,C643870,Clothing,4,1200.32,11/3/2021,Metrocity
I323771,C194184,Clothing,1,300.08,27-08-2021,Istinye Park
I230020,C301655,Clothing,1,300.08,11/12/2021,Metrocity
I232126,C826460,Toys,4,143.36,6/8/2022,Forum Istanbul
I276930,C184788,Food & Beverage,5,26.15,22-02-2022,Istinye Park
I203533,C832283,Technology,3,3150,23-04-2022,Mall of Istanbul
I263971,C329284,Books,3,45.45,7/5/2022,Forum Istanbul
I192390,C138444,Clothing,5,1500.4,21-05-2022,Metrocity
I928602,C112432,Toys,2,71.68,4/2/2023,Istinye Park
I103570,C202848,Cosmetics,1,40.66,14-04-2022,Mall of Istanbul
I181370,C172755,Cosmetics,1,40.66,22-03-2021,Viaport Outlet
I336206,C788156,Clothing,2,600.16,10/2/2022,Emaar Square Mall
I246792,C405158,Clothing,2,600.16,8/3/2022,Mall of Istanbul
I255162,C243974,Cosmetics,3,121.98,3/6/2021,Kanyon
I318985,C107289,Toys,1,35.84,5/1/2023,Mall of Istanbul
I229474,C320497,Toys,1,35.84,10/9/2022,Kanyon
I525522,C253949,Toys,5,179.2,2/1/2023,Kanyon
I657362,C242940,Toys,5,179.2,27-03-2022,Mall of Istanbul
I117608,C225810,Clothing,5,1500.4,6/5/2021,Istinye Park
I168427,C552673,Clothing,1,300.08,30-12-2022,Mall of Istanbul
I118143,C299501,Cosmetics,4,162.64,10/8/2021,Metrocity
I337164,C774072,Shoes,2,1200.34,14-06-2021,Zorlu Center
I250004,C260040,Shoes,5,3000.85,12/9/2021,Metropol AVM
I299772,C112833,Clothing,3,900.24,27-12-2022,Istinye Park
I242395,C447967,Books,1,15.15,6/9/2021,Metrocity
I358109,C629723,Cosmetics,2,81.32,28-12-2021,Metropol AVM
I332767,C176465,Clothing,3,900.24,15-01-2023,Kanyon
I314795,C132633,Technology,4,4200,7/2/2021,Metropol AVM
I314165,C734013,Food & Beverage,4,20.92,28-01-2023,Metropol AVM
I248736,C193121,Clothing,3,900.24,15-02-2022,Emaar Square Mall
I854125,C257355,Clothing,5,1500.4,27-05-2021,Mall of Istanbul
I585232,C153749,Shoes,5,3000.85,23-01-2022,Mall of Istanbul
I201608,C153622,Toys,4,143.36,12/12/2022,Kanyon
I129770,C809691,Clothing,3,900.24,25-02-2021,Forum Istanbul
I167212,C110886,Food & Beverage,1,5.23,1/1/2022,Kanyon
I680835,C242020,Food & Beverage,2,10.46,27-02-2022,Emaar Square Mall
I201369,C819917,Clothing,4,1200.32,1/6/2022,Metropol AVM
I253042,C462463,Food & Beverage,3,15.69,3/11/2022,Viaport Outlet
I305612,C180784,Clothing,3,900.24,5/8/2022,Kanyon
I285300,C209090,Clothing,2,600.16,24-10-2021,Mall of Istanbul
I577873,C933210,Food & Beverage,3,15.69,17-03-2022,Cevahir AVM
I249322,C147707,Clothing,1,300.08,6/1/2021,Istinye Park
I335892,C222045,Clothing,4,1200.32,4/11/2022,Emaar Square Mall
I153259,C104236,Cosmetics,1,40.66,20-12-2022,Kanyon
I270081,C110194,Clothing,3,900.24,22-12-2022,Forum Istanbul
I335209,C166504,Shoes,3,1800.51,21-04-2021,Zorlu Center
I308175,C559856,Books,4,60.6,29-04-2021,Metrocity
I179510,C265538,Cosmetics,1,40.66,30-07-2021,Mall of Istanbul
I971262,C143889,Clothing,1,300.08,1/6/2022,Metropol AVM
I548314,C301924,Technology,1,1050,19-06-2022,Mall of Istanbul
I271706,C273825,Food & Beverage,2,10.46,11/2/2023,Istinye Park
I908963,C197105,Clothing,1,300.08,18-12-2021,Metropol AVM
I334743,C132317,Clothing,3,900.24,12/1/2023,Metropol AVM
I229869,C206292,Shoes,5,3000.85,18-04-2021,Forum Istanbul
I256524,C119414,Cosmetics,1,40.66,8/1/2021,Mall of Istanbul
I332985,C348459,Clothing,2,600.16,22-07-2021,Metrocity
I141724,C878063,Clothing,5,1500.4,2/10/2021,Metrocity
I370002,C670616,Books,5,75.75,1/2/2021,Cevahir AVM
I328090,C306205,Souvenir,5,58.65,18-10-2021,Kanyon
I696494,C242058,Cosmetics,1,40.66,9/2/2023,Forum Istanbul
I329320,C340256,Shoes,3,1800.51,23-09-2022,Metropol AVM
I255067,C206499,Clothing,5,1500.4,19-10-2022,Emaar Square Mall
I977437,C191885,Shoes,3,1800.51,21-01-2021,Mall of Istanbul
I247485,C932182,Shoes,4,2400.68,27-12-2022,Kanyon
I295088,C100606,Clothing,4,1200.32,16-06-2022,Forum Istanbul
I262036,C280857,Toys,2,71.68,4/1/2023,Mall of Istanbul
I218302,C956641,Cosmetics,2,81.32,24-03-2021,Emaar Square Mall
I128120,C142686,Cosmetics,1,40.66,12/4/2021,Viaport Outlet
I169874,C227784,Books,4,60.6,23-09-2022,Forum Istanbul
I540266,C105516,Clothing,1,300.08,17-01-2022,Mall of Istanbul
I127700,C290584,Toys,1,35.84,20-10-2021,Metrocity
I264602,C105918,Cosmetics,3,121.98,13-11-2022,Forum Istanbul
I224478,C209829,Books,2,30.3,8/10/2022,Metrocity
I318487,C871032,Clothing,2,600.16,17-11-2022,Mall of Istanbul
I648608,C196425,Toys,4,143.36,1/4/2021,Viaport Outlet
I278638,C340050,Souvenir,4,46.92,24-02-2022,Cevahir AVM
I276472,C332732,Clothing,4,1200.32,27-06-2021,Metrocity
I301816,C927012,Clothing,1,300.08,17-12-2021,Cevahir AVM
I164736,C110040,Clothing,2,600.16,28-05-2022,Kanyon
I220819,C207889,Clothing,2,600.16,23-02-2022,Metrocity
I678236,C226965,Books,5,75.75,6/2/2021,Viaport Outlet
I218078,C370263,Clothing,5,1500.4,8/5/2021,Metrocity
I111021,C113665,Books,3,45.45,20-08-2021,Mall of Istanbul
I299135,C332093,Clothing,1,300.08,5/5/2022,Metrocity
I238341,C195679,Clothing,1,300.08,27-11-2021,Istinye Park
I513181,C364785,Food & Beverage,2,10.46,4/11/2021,Mall of Istanbul
I827285,C119774,Food & Beverage,4,20.92,24-11-2021,Mall of Istanbul
I335536,C277371,Food & Beverage,4,20.92,2/2/2021,Cevahir AVM
I297847,C315695,Shoes,4,2400.68,24-01-2022,Kanyon
I207573,C233235,Technology,3,3150,28-02-2023,Mall of Istanbul
I333216,C916555,Clothing,1,300.08,17-11-2022,Metrocity
I311228,C978005,Food & Beverage,2,10.46,23-12-2022,Zorlu Center
I563616,C312179,Souvenir,5,58.65,6/3/2021,Kanyon
I291277,C183950,Toys,5,179.2,20-11-2021,Istinye Park
I248887,C265666,Books,1,15.15,14-11-2021,Mall of Istanbul
I284312,C294653,Cosmetics,3,121.98,7/8/2021,Mall of Istanbul
I286231,C306684,Cosmetics,4,162.64,4/9/2021,Mall of Istanbul
